@relation combined_iSOL_SentiCon_COAH

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute SC_totalSO_0_Body numeric
@attribute SC_posSO_0_Body numeric
@attribute SC_negSO_0_Body numeric
@attribute SC_totalSO_1_Body numeric
@attribute SC_posSO_1_Body numeric
@attribute SC_negSO_1_Body numeric
@attribute SC_totalSO_2_Body numeric
@attribute SC_posSO_2_Body numeric
@attribute SC_negSO_2_Body numeric
@attribute SC_totalSO_3_Body numeric
@attribute SC_posSO_3_Body numeric
@attribute SC_negSO_3_Body numeric
@attribute SC_totalSO_4_Body numeric
@attribute SC_posSO_4_Body numeric
@attribute SC_negSO_4_Body numeric
@attribute SC_totalSO_5_Body numeric
@attribute SC_posSO_5_Body numeric
@attribute SC_negSO_5_Body numeric
@attribute SC_totalSO_6_Body numeric
@attribute SC_posSO_6_Body numeric
@attribute SC_negSO_6_Body numeric
@attribute SC_totalSO_7_Body numeric
@attribute SC_posSO_7_Body numeric
@attribute SC_negSO_7_Body numeric
@attribute SC_totalSO_0_Summ numeric
@attribute SC_posSO_0_Summ numeric
@attribute SC_negSO_0_Summ numeric
@attribute SC_totalSO_1_Summ numeric
@attribute SC_posSO_1_Summ numeric
@attribute SC_negSO_1_Summ numeric
@attribute SC_totalSO_2_Summ numeric
@attribute SC_posSO_2_Summ numeric
@attribute SC_negSO_2_Summ numeric
@attribute SC_totalSO_3_Summ numeric
@attribute SC_posSO_3_Summ numeric
@attribute SC_negSO_3_Summ numeric
@attribute SC_totalSO_4_Summ numeric
@attribute SC_posSO_4_Summ numeric
@attribute SC_negSO_4_Summ numeric
@attribute SC_totalSO_5_Summ numeric
@attribute SC_posSO_5_Summ numeric
@attribute SC_negSO_5_Summ numeric
@attribute SC_totalSO_6_Summ numeric
@attribute SC_posSO_6_Summ numeric
@attribute SC_negSO_6_Summ numeric
@attribute SC_totalSO_7_Summ numeric
@attribute SC_posSO_7_Summ numeric
@attribute SC_negSO_7_Summ numeric
@attribute class {-1,1}

@data
9,3,1,0,0.696,1.154,-0.458,0,0,0,0.792,0.792,0,0,0,0,0.675,0.675,0,0.5,0.5,0,1.506,2.078,-0.572,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.03,0,-0.25,0,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,1,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.675,0.675,0,0,0,0,1.073,1.073,0,0.25,0.25,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0.458,0.458,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,1.583,1.583,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.438,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,1,0,2.318,2.318,0,0.375,0.375,0,1.667,1.667,0,0,0,0,0,0,0,0.5,0.5,0,0.862,0.862,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,2.052,2.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0.731,0,0,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,1,0,2.229,2.229,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,1.544,1.544,0,0.75,0.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,1.005,1.005,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,1.059,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1,1,1,2.041,2.041,0,0,0,0,0.775,0.775,0,0,0,0,1.25,1.25,0,0,0,0,0.721,1.096,-0.375,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0.688,0.688,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.612,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0.469,0.469,0,0,0,0,0,0,0,0,0,0,0.589,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,3.021,3.021,0,0,0,0,0.775,0.775,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,3,1,0,2.229,2.229,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0.5,0.5,0,2.73,2.73,0,-0.25,0,-0.25,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,1,0,0.806,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,1.181,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2,1,0,-0.171,0.266,-0.437,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,0,0.375,-0.375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,1,0,0.601,1.059,-0.458,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0,0,0,1.336,1.336,0,0.5,0.5,0,0.804,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,1,0,1.904,1.904,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0.25,0.25,0,0.469,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2,2,0,1.583,1.583,0,0,0,0,0.875,0.875,0,0,0,0,0.625,0.625,0,0.5,0.5,0,-0.333,0,-0.333,0.25,0.25,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,1
9,2,1,0,1.866,1.866,0,0,0,0,0.792,0.792,0,0,0,0,0.136,0.661,-0.525,0,0,0,1.161,1.161,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,4,1,0,0.292,0.75,-0.458,0,0,0,0,0,0,0,0,0,3.269,3.269,0,0,0,0,1.43,1.43,0,0.25,0.75,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,0,0,1.438,1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,0,-0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0.833,0.833,0,0,0,0,1.567,1.567,0,0,0,0,0.625,0.625,0,0,0,0,1.758,1.758,0,0.5,0.5,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,1,0,0.675,0.675,0,0,0,0,0.775,0.775,0,0,0,0,0.625,0.625,0,-0.5,0,-0.5,0.347,0.347,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,2,0,1.219,1.219,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,1.097,1.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,2.052,2.052,0,0,0,0,0,0,0,0,0,0,1.172,1.172,0,0,0,0,1.394,1.394,0,0,0.25,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0.547,0,0,0,0,0.281,0.281,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,0,1.505,1.505,0,0,0,0,0.792,0.792,0,0,0,0,0.547,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1.104,1.104,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,1,0,1.583,1.583,0,-1.312,0,-1.312,0,0,0,0,0,0,1.729,1.729,0,0,0,0,2.01,2.385,-0.375,0,0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.504,0.785,-0.281,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
10,4,1,0,2.671,2.671,0,0,0,0,0.792,0.792,0,0,0,0,0.661,0.661,0,-0.5,0,-0.5,0.667,0.667,0,0.25,0.5,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,0,-0.458,0,-0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,3,1,0,1.624,1.624,0,0,0,0,0,0,0,0.75,0.75,0,1.25,1.25,0,0,0,0,2.053,2.053,0,0.5,0.5,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2,1,0,1.494,1.494,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.653,1.028,-0.375,0,0.25,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.646,0.646,0,0,0,0,0.347,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,1,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,1.444,0,0.25,0.25,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,7,0,1,1.745,2.64,-0.895,0,0,0,1.667,1.667,0,0,0,0,0,0,0,0,0,0,1.998,1.998,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
14,0,1,0,1.435,1.435,0,0,0,0,0.792,0.792,0,0,0,0,1.222,1.222,0,0.5,0.5,0,2.07,2.07,0,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,1.583,1.583,0,0,0,0,0,0,0,0,0,0,0.547,0.547,0,0,0,0,0.375,0.375,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,1,0,0.75,0.75,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0,0,0,1.518,1.518,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,1,0,1.146,1.583,-0.437,0,0,0,0.792,0.792,0,0.75,0.75,0,0.625,0.625,0,0,0,0,2.409,2.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,1.34,1.34,0,0,0,0,0.792,0.792,0,0,0,0,0.719,0.719,0,0,0,0,0.861,1.236,-0.375,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,1,0,1.438,1.438,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.994,0.994,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.375,0.375,0,0,0,0,1
11,0,1,0,1.157,1.157,0,0,0,0,0.792,0.792,0,0,0,0,1.25,1.25,0,0,0,0,1.537,1.537,0,-0.25,0,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,1,0,0.833,0.833,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,1.281,1.281,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1
11,0,2,0,0.942,0.942,0,0,0,0,0,0,0,0,0,0,1.797,1.797,0,0,0,0,2.275,2.275,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0.702,0,0.25,0.25,0,1
5,1,1,1,1.146,1.583,-0.437,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.75,0.75,0,0,0,0,0.313,0.75,-0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,1
1,0,0,0,0.406,0.406,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0.812,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,1,0,2.119,2.119,0,0,0,0,0.775,0.775,0,0,0,0,0.625,0.625,0,0,0,0,0.786,1.067,-0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
7,1,0,0,1.302,1.302,0,0,0,0,1,1,0,0,0,0,1.172,1.172,0,0,0,0,1.178,1.178,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,0,1.99,1.99,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.666,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,1,0,1.321,1.758,-0.437,0,0,0,0.792,0.792,0,0,0,0,0.542,0.542,0,0,0,0,0.018,0.393,-0.375,0.5,0.5,0,0.266,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1,0,3.04,3.04,0,0,0,0,0.792,0.792,0,0,0,0,0.022,0.547,-0.525,0,0,0,1.853,1.853,0,0.25,0.25,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,1,0,2.062,2.062,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.906,0.906,0,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,9,0,0,2.574,3.615,-1.041,0,0,0,0.775,0.775,0,0,0,0,0.625,0.625,0,0,0.5,-0.5,0.672,1.422,-0.75,1,1.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.271,0,0,0,0,1
8,0,3,0,0,0,0,0,0,0,1.567,1.567,0,0,0,0,0.675,0.675,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0.25,0.25,0,1
12,4,1,0,1.927,1.927,0,0,0,0,0.792,0.792,0,0,0,0,1.286,1.286,0,0,0,0,1.308,1.308,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.417,0,0,0,0,1
5,0,0,1,2.258,2.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0.664,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,1,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0.942,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,2,0,0.833,0.833,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,1.022,1.022,0,0.5,0.5,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,5,1,0,-0.207,0.688,-0.895,0,0,0,0,0,0,0,0,0,0.719,0.719,0,0,0,0,0.444,0.73,-0.286,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,0,0,0.406,0.406,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.786,0.786,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,1.156,1.156,0,0,0,0,0,0,0,0,0,0,1.344,1.344,0,0,0,0,1.46,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,2.333,2.333,0,0,0,0,0.775,0.775,0,0,0,0,0,0,0,0,0,0,0.907,0.907,0,0.25,0.25,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,0,0,2.242,2.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.438,0,0,0,0,1
7,1,1,0,0.313,0.313,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.884,0.884,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0,0,0,0.713,0.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,5,1,0,4.325,4.325,0,-0.375,0,-0.375,1.567,1.567,0,0,0,0,1.25,1.25,0,0,0,0,3.246,3.971,-0.725,0.75,0.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,0,0,0.653,0.653,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,1.091,1.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,-0.458,0,-0.458,0,0,0,0,0,0,0,0,0,0.675,0.675,0,0,0,0,0.438,0.438,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,1,0,2.271,2.271,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0.375,0.375,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0.719,0,0,0,0,0.333,0.333,0,0,0,0,1
7,1,0,0,1.125,1.583,-0.458,0,0,0,0.775,0.775,0,0,0,0,0.675,0.675,0,0,0,0,1.988,1.988,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,0,0.675,0.675,0,0,0,0,0,0,0,0,0,0,0.661,0.661,0,0,0,0,1.822,1.822,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1.583,1.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.389,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1.5,1.5,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.458,0.458,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1
6,3,1,0,2.537,2.537,0,0,0,0,0.775,0.775,0,0,0,0,-0.687,0,-0.687,0,0,0,0.933,0.933,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0.719,0,0,0,0,0,0,0,0.25,0.25,0,1
13,0,0,0,2.052,2.052,0,0,0,0,0.792,0.792,0,0,0,0,1.25,1.25,0,0,0,0,1.618,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,5,0,0,0.375,0.833,-0.458,0,0,0,0,0,0,0,0,0,1.519,2.044,-0.525,0,0,0,1.202,1.863,-0.661,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,0,0.406,0.406,0,0,0,0,1.567,1.567,0,0,0,0,0,0,0,-0.5,0,-0.5,0.469,0.469,0,0,0,0,0.313,0.75,-0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,1,0,1.494,2.161,-0.667,0,0,0,0.792,0.792,0,0,0,0,0.661,0.661,0,0,0,0,2.375,2.375,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,1,0,2.318,2.318,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0,0,0,-0.075,0.3,-0.375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,3,2,0,0.688,0.688,0,0,0,0,0,0,0,0,0,0,1.313,1.313,0,0,0,0,1.525,1.9,-0.375,0.25,0.5,-0.25,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0.833,0.833,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0.661,0,0,0,0,0,0,0,0,0,0,1
7,5,1,0,1.194,1.486,-0.292,0,0,0,0,0,0,0,0,0,0.038,0.563,-0.525,0,0,0,1.102,1.383,-0.281,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,2.434,2.434,0,0,0,0,0,0,0,0,0,0,1.286,1.286,0,0.5,0.5,0,1.859,1.859,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,1,0,1.521,1.521,0,0,0,0,0.792,0.792,0,0,0,0,0.719,0.719,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,1,0,1.369,1.369,0,0,0,0,0,0,0,0,0,0,1.286,1.286,0,0,0,0,-0.281,0,-0.281,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0.661,0,0,0,0,0,0,0,0,0,0,1
4,1,1,0,0,0,0,0,0,0,1.667,1.667,0,0,0,0,0,0,0,0,0,0,0.469,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
4,1,1,0,1.239,1.239,0,0,0,0,0,0,0,0,0,0,0.008,0.675,-0.667,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,1,0,0,0.802,0.802,0,0,0,0,0,0,0,0,0,0,0.719,0.719,0,0,0,0,0,0,0,0.25,0.75,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,0,1.183,1.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,1
6,2,1,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0.5,0.5,0,1.883,2.258,-0.375,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.625,0.625,0,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.661,0.661,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0.675,0.675,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.947,0.947,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,1,0,2.408,2.408,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0.75,0.75,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
