@relation combined_iSOL_SentiCon_MuchoCine

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute SC_totalSO_0_Body numeric
@attribute SC_posSO_0_Body numeric
@attribute SC_negSO_0_Body numeric
@attribute SC_totalSO_1_Body numeric
@attribute SC_posSO_1_Body numeric
@attribute SC_negSO_1_Body numeric
@attribute SC_totalSO_2_Body numeric
@attribute SC_posSO_2_Body numeric
@attribute SC_negSO_2_Body numeric
@attribute SC_totalSO_3_Body numeric
@attribute SC_posSO_3_Body numeric
@attribute SC_negSO_3_Body numeric
@attribute SC_totalSO_4_Body numeric
@attribute SC_posSO_4_Body numeric
@attribute SC_negSO_4_Body numeric
@attribute SC_totalSO_5_Body numeric
@attribute SC_posSO_5_Body numeric
@attribute SC_negSO_5_Body numeric
@attribute SC_totalSO_6_Body numeric
@attribute SC_posSO_6_Body numeric
@attribute SC_negSO_6_Body numeric
@attribute SC_totalSO_7_Body numeric
@attribute SC_posSO_7_Body numeric
@attribute SC_negSO_7_Body numeric
@attribute SC_totalSO_0_Summ numeric
@attribute SC_posSO_0_Summ numeric
@attribute SC_negSO_0_Summ numeric
@attribute SC_totalSO_1_Summ numeric
@attribute SC_posSO_1_Summ numeric
@attribute SC_negSO_1_Summ numeric
@attribute SC_totalSO_2_Summ numeric
@attribute SC_posSO_2_Summ numeric
@attribute SC_negSO_2_Summ numeric
@attribute SC_totalSO_3_Summ numeric
@attribute SC_posSO_3_Summ numeric
@attribute SC_negSO_3_Summ numeric
@attribute SC_totalSO_4_Summ numeric
@attribute SC_posSO_4_Summ numeric
@attribute SC_negSO_4_Summ numeric
@attribute SC_totalSO_5_Summ numeric
@attribute SC_posSO_5_Summ numeric
@attribute SC_negSO_5_Summ numeric
@attribute SC_totalSO_6_Summ numeric
@attribute SC_posSO_6_Summ numeric
@attribute SC_negSO_6_Summ numeric
@attribute SC_totalSO_7_Summ numeric
@attribute SC_posSO_7_Summ numeric
@attribute SC_negSO_7_Summ numeric
@attribute class {-1,1}

@data
32,23,0,3,0.478,1.802,-1.324,0,0,0,2.667,2.667,0,0.75,0.75,0,1.365,1.89,-0.525,0,0.5,-0.5,4.7,5.724,-1.024,0.5,1.25,-0.75,-0.429,0,-0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,0,0,0,0,-1
25,38,0,2,1.837,3.632,-1.795,-0.5,0,-0.5,0,0,0,0,0,0,1.33,1.855,-0.525,-1.5,0,-1.5,2.65,3.805,-1.155,0.5,1.25,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
12,15,1,2,1.146,1.583,-0.437,0,0,0,-0.208,0.792,-1,0.75,0.75,0,0.001,0.563,-0.562,0,0,0,0.416,1.458,-1.042,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,1
7,5,1,1,1.239,1.239,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,1,-1,-0.037,0.338,-0.375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,-1
22,11,1,0,1.808,1.808,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0.5,-0.5,2.335,2.867,-0.532,1.25,1.25,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,10,2,3,-0.193,0.396,-0.589,0,0,0,1.792,1.792,0,0,0,0,0,0,0,-0.5,0,-0.5,0.365,1.143,-0.778,-0.25,0.25,-0.5,0.396,0.396,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,-0.5,0,-0.5,-0.437,0,-0.437,-0.25,0,-0.25,-1
28,16,1,2,0.489,1.489,-1,0.625,0.625,0,0,0,0,-0.75,0,-0.75,1.911,1.911,0,0,0.5,-0.5,2.776,3.707,-0.931,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1
22,10,2,0,1.5,1.958,-0.458,0.25,0.25,0,2.459,2.459,0,0,0,0,1.094,1.094,0,0,0,0,3.674,4.049,-0.375,0.75,0.75,0,1.114,1.114,0,0,0,0,0.792,0.792,0,0,0,0,0.531,0.531,0,0,0,0,0.3,0.3,0,0,0,0,1
10,4,0,0,0.729,1.187,-0.458,0,0,0,0.792,0.792,0,0,0,0,0,0,0,-0.5,0,-0.5,2.514,2.826,-0.312,0.25,0.25,0,1.187,1.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,14,2,3,0.781,1.239,-0.458,0,0,0,1.567,1.567,0,0,0,0,1.351,1.876,-0.525,1,1,0,2.782,3.157,-0.375,0,0.75,-0.75,0.375,0.833,-0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.417,0,0,0,0,-1
14,14,2,2,0.635,1.072,-0.437,0.625,0.625,0,0.792,0.792,0,0,0,0,-0.625,0,-0.625,0,0,0,0.559,1.464,-0.905,-1,0.25,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272,0.321,-0.593,-0.25,0,-0.25,-1
21,18,3,1,3.381,3.956,-0.575,0,0,0,0.833,0.833,0,0.75,0.75,0,-1.406,0.531,-1.937,-0.5,0,-0.5,4.081,5.268,-1.187,0.25,1.5,-1.25,0.258,0.833,-0.575,0,0,0,0,0,0,0,0,0,-0.687,0,-0.687,0,0,0,0.701,0.701,0,0,0,0,-1
27,22,2,0,3.538,4.047,-0.509,0,0,0,-0.208,0.792,-1,0.75,1.5,-0.75,0.642,1.167,-0.525,-0.5,0,-0.5,1.445,2.682,-1.237,0.25,1.25,-1,0.179,0.688,-0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-1
11,9,1,1,-0.354,0.354,-0.708,-0.562,0,-0.562,0.833,0.833,0,0.75,0.75,0,1.156,1.156,0,1,1,0,2.982,4.64,-1.658,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0.531,0,0,0,0,0.719,0.719,0,0,0,0,1
10,15,1,2,0.661,1.111,-0.45,0,0,0,0,0,0,0,0,0,1.459,2.001,-0.542,0.5,0.5,0,0.498,1.922,-1.424,0,0.25,-0.25,0.383,0.833,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
11,17,0,1,-0.629,0.266,-0.895,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0.5,0.5,0,0.084,1.753,-1.669,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312,0,-0.312,0,0,0,-1
15,13,0,1,-0.637,0.833,-1.47,0,0,0,0,0,0,0.75,0.75,0,0.666,1.291,-0.625,0.5,1,-0.5,0.474,2.159,-1.685,0.75,1,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,0.5,0.5,0,-0.375,0,-0.375,0.25,0.25,0,-1
19,12,0,0,-0.25,0.833,-1.083,0,0,0,0.792,0.792,0,0,0,0,0.542,0.542,0,-0.5,0,-0.5,2.415,2.79,-0.375,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
30,27,1,0,1.119,1.827,-0.708,0,0,0,3.584,3.584,0,0,0,0,-0.462,1.292,-1.754,-0.5,0,-0.5,2.148,3.564,-1.416,1,1.25,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,-0.667,0,-0.667,0,0,0,0.375,0.375,0,0.25,0.25,0,-1
13,14,0,1,0.832,1.269,-0.437,0,0,0,-0.008,0.792,-0.8,0,0,0,1.188,1.188,0,-0.5,0,-0.5,-0.026,1.68,-1.706,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
19,16,2,0,0.24,0.643,-0.403,0,0,0,1.667,1.667,0,0,0,0,0.107,1.419,-1.312,0,0,0,2.291,2.65,-0.359,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.325,0,0.25,0.25,0,1
11,5,0,0,1.494,1.494,0,0,0,0,0.813,0.813,0,-0.75,0,-0.75,0.563,0.563,0,0,0,0,1.645,1.645,0,-0.25,0.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
6,7,1,0,0.281,0.281,0,0,0,0,0,0,0,0,0,0,0.009,0.634,-0.625,0,0,0,1.165,1.438,-0.273,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,-1
7,15,0,1,-0.562,0,-0.562,0,0,0,0.692,1.567,-0.875,0,0.75,-0.75,1.259,1.259,0,-0.5,0,-0.5,-0.226,0.313,-0.539,-0.5,0,-0.5,0,0,0,0,0,0,-0.875,0,-0.875,0.75,0.75,0,0,0,0,0,0,0,0.313,0.313,0,-0.25,0,-0.25,-1
6,9,0,2,0.289,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0.258,0.675,-0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,0,-1
16,8,2,2,-0.105,0.833,-0.938,-0.333,0,-0.333,0.792,0.792,0,0,0,0,0,0,0,-0.5,0,-0.5,1.604,1.604,0,0.25,0.5,-0.25,-0.509,0,-0.509,-0.333,0,-0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0.791,0,0,0,0,1
10,11,3,1,-0.575,0,-0.575,0,0,0,0,0,0,0,0,0,1.792,1.792,0,-1,0,-1,0.788,1.557,-0.769,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0,0,0,0.158,0.458,-0.3,0,0,0,-1
22,17,1,0,1.13,1.705,-0.575,-0.999,0,-0.999,0.709,1.584,-0.875,0,0,0,1.25,1.25,0,0,0.5,-0.5,5.849,6.473,-0.624,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,0,0.5,-0.5,0.313,0.313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-1
14,12,1,1,-0.456,0.981,-1.437,0,0,0,0,0,0,0,0,0,-0.054,0.571,-0.625,-0.5,0,-0.5,0.96,2.658,-1.698,1,1.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0.25,-0.25,1
28,23,2,1,-0.941,1.031,-1.972,0,0,0,1,1,0,-0.75,0,-0.75,1.895,3.082,-1.187,-0.5,0,-0.5,1.689,3.297,-1.608,0.25,0.75,-0.5,-0.429,0,-0.429,0,0,0,0,0,0,0,0,0,1.259,1.259,0,0,0,0,0,0,0,0,0,0,1
16,14,2,0,0.883,1.458,-0.575,0,0,0,-0.083,0.792,-0.875,0,0,0,0.675,1.3,-0.625,0,0.5,-0.5,0.575,0.968,-0.393,0.25,0.25,0,1.458,1.458,0,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,0,0,0,0,0,0,1
9,6,1,1,0.536,0.536,0,0,0,0,0,0,0,0.75,0.75,0,-0.094,0.531,-0.625,0.5,0.5,0,0.58,0.955,-0.375,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,-1
28,13,3,0,1.469,3.364,-1.895,0,0,0,0.875,0.875,0,-0.75,0,-0.75,0.625,0.625,0,0,0,0,2.489,3.859,-1.37,0.75,0.75,0,0.906,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.429,0,0,0,0,1
8,6,1,1,-0.525,0,-0.525,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0,0.5,-0.5,-0.132,0.409,-0.541,0,0,0,-0.525,0,-0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,-0.281,0,-0.281,0,0,0,1
17,16,1,0,0.864,1.864,-1,0,0,0,0.792,0.792,0,0,0,0,1.286,1.286,0,0,0.5,-0.5,1.106,2.439,-1.333,0.75,0.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075,0.3,-0.375,0,0,0,1
19,30,0,2,1.658,2.312,-0.654,0,0,0,0.792,0.792,0,0,0,0,0.056,1.156,-1.1,-1.5,0,-1.5,1.117,2.569,-1.452,-0.5,0.5,-1,-0.321,0,-0.321,0,0,0,0,0,0,0,0,0,-0.525,0,-0.525,0,0,0,0.633,0.633,0,0,0,0,-1
34,20,0,0,1.596,3.033,-1.437,0,0,0,1.667,1.667,0,0,0,0,-0.625,0,-0.625,0,0,0,1.671,2.817,-1.146,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,18,2,0,-1.086,0.536,-1.622,-0.75,0,-0.75,-0.208,0.792,-1,0,0,0,0.1,0.625,-0.525,-0.5,0,-0.5,1.39,2.077,-0.687,0.5,0.5,0,0.536,0.536,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
40,18,4,1,1.224,1.224,0,-0.333,0,-0.333,0.792,0.792,0,0.75,0.75,0,2.526,3.193,-0.667,0,0,0,2.751,3.709,-0.958,0.75,0.75,0,0.536,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,16,0,2,0.433,0.833,-0.4,0,0,0,0,0,0,0,0,0,-1.817,0,-1.817,0,0,0,-0.356,0.3,-0.656,-0.5,0,-0.5,-0.4,0,-0.4,0,0,0,0,0,0,0,0,0,-0.525,0,-0.525,0,0,0,0.019,0.3,-0.281,-0.25,0,-0.25,-1
18,15,0,1,-0.481,1.055,-1.536,0,0,0,0,0,0,0.75,0.75,0,1.188,1.188,0,0.5,0.5,0,0.034,0.384,-0.35,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,0,-0.35,0,0,0,1
13,26,0,4,1.05,1.45,-0.4,0.875,0.875,0,0.792,0.792,0,0,0,0,-0.167,1.167,-1.334,-0.5,0.5,-1,2.425,2.737,-0.312,-0.5,0.25,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.313,0,0,0,0,-1
9,18,2,2,-2.041,1.406,-3.447,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,0,0,0,-0.017,0.575,-0.592,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.575,-0.292,0,0,0,1
8,7,0,4,-0.031,0.406,-0.437,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,1.294,1.294,0,0,0,0,-0.437,0,-0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,0,1,-0.358,0.833,-1.191,0,0,0,-1,0,-1,0,0,0,1.929,1.929,0,-0.5,0,-0.5,1.402,2.78,-1.378,0.25,0.75,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0.375,0.375,0,0,0,0,-1
31,15,1,0,2.448,2.448,0,0,0,0,0.567,1.567,-1,0.75,0.75,0,1.157,1.782,-0.625,-0.5,0.5,-1,3.37,4.391,-1.021,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6,13,1,1,-0.031,0.406,-0.437,0,0,0,0,0,0,0,0,0,-0.583,0,-0.583,0,0,0,-0.737,0.688,-1.425,0,0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,9,1,2,-0.025,0.942,-0.967,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,1.235,1.61,-0.375,0,0,0,-0.967,0,-0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.438,0,0,0,0,1
36,29,3,4,1.827,2.16,-0.333,0,0,0,1,1,0,0.75,0.75,0,3.681,3.681,0,-0.5,0,-0.5,1.183,3.601,-2.418,0.5,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0,0,0,0,-1
16,12,0,0,0.331,1.193,-0.862,-0.344,0,-0.344,0,0,0,0,0,0,1.259,1.259,0,0,0,0,1.009,1.895,-0.886,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,36,1,0,2.357,3.622,-1.265,0.25,0.25,0,-1,0,-1,0,0,0,2.655,2.655,0,0.5,1,-0.5,2.738,5.212,-2.474,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
24,14,2,0,1.554,1.983,-0.429,0,0,0,0,0,0,0,0,0,0.708,1.333,-0.625,0,0,0,-0.908,0.292,-1.2,0,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0.708,0.708,0,0,0,0,0,0,0,0,0,0,1
13,14,2,1,1.081,1.989,-0.908,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,-0.205,1.154,-1.359,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,1
2,14,0,1,0.042,0.354,-0.312,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-0.007,0.95,-0.957,-0.25,0.25,-0.5,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
9,6,2,1,0.375,0.375,0,0,0,0,0.813,0.813,0,0,0,0,0.625,0.625,0,0,0,0,0.992,0.992,0,-0.25,0,-0.25,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,8,1,0,-0.103,0.406,-0.509,0,0,0,-0.008,0.792,-0.8,0,0,0,0,0,0,0.5,0.5,0,0.596,0.971,-0.375,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1
32,37,1,0,0.164,1.11,-0.946,0,0,0,2.4,2.4,0,0,0,0,0.19,2.044,-1.854,-0.5,0,-0.5,0.512,4.237,-3.725,0.75,0.75,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,-0.375,0,-0.375,0,0,0,-1
20,26,2,0,1.173,2.267,-1.094,0,0,0,0,0,0,0,0,0,1.25,1.25,0,-1,0,-1,1.586,2.494,-0.908,0.25,1,-0.75,0.278,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.313,0,0,0,0,1
22,26,2,0,1.345,2.677,-1.332,0.375,0.375,0,0.813,0.813,0,0,0,0,0,1.292,-1.292,-1,0,-1,1.925,3.321,-1.396,0,0.75,-0.75,0,0,0,0,0,0,0.813,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,19,4,0,1.031,2.718,-1.687,0.875,0.875,0,-0.083,0.792,-0.875,0,0,0,1.813,1.813,0,0.5,0.5,0,4.311,5.019,-0.708,0.25,0.5,-0.25,1.031,1.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.567,0,0.25,0.25,0,1
10,13,0,1,1.88,1.88,0,0.25,0.25,0,0.792,0.792,0,-0.75,0,-0.75,-0.525,0,-0.525,0,0.5,-0.5,0.13,1.842,-1.712,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525,0,-0.525,0,0,0,0,0,0,0,0,0,-1
10,17,2,2,1.583,2.041,-0.458,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,-0.5,0,-0.5,1.665,1.962,-0.297,0.25,0.5,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0.003,0.3,-0.297,-0.25,0,-0.25,-1
10,4,0,0,0.458,0.458,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0.5,0.5,0,0.063,0.375,-0.312,0.5,0.5,0,0.458,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
26,23,1,1,3.702,4.755,-1.053,0.708,0.708,0,0.792,0.792,0,-0.75,0,-0.75,-0.613,1.884,-2.497,1.5,1.5,0,3.49,4.532,-1.042,-0.75,0.5,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.313,0.313,0,-0.25,0,-0.25,1
29,34,2,0,-0.674,0.833,-1.507,1,1,0,1,1,0,0,0,0,-0.095,1.167,-1.262,-2,0,-2,4.29,6.542,-2.252,0.5,1.25,-0.75,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0.333,0.333,0,0,0,0,1
18,23,0,1,1.827,2.23,-0.403,0,0,0,0.723,1.567,-0.844,-0.75,0,-0.75,1.907,1.907,0,0,0.5,-0.5,1.516,2.607,-1.091,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,-1
2,18,0,1,-1.02,0,-1.02,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,0,0.5,-0.5,0.183,0.776,-0.593,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
15,5,2,1,2.494,2.494,0,0,0,0,0,0,0,0,0,0,-0.531,0.625,-1.156,0,0.5,-0.5,1.241,1.241,0,-0.25,0,-0.25,0.536,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0.3,0.3,0,0,0,0,1
16,2,1,0,1.125,1.125,0,0,0,0,0.792,0.792,0,0.75,0.75,0,1.325,1.325,0,0.5,0.5,0,0.231,0.606,-0.375,0.25,0.25,0,0,0,0,0,0,0,0.792,0.792,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,22,2,0,1.348,2.097,-0.749,0,0,0,0.792,0.792,0,0,0,0,2.355,2.355,0,-0.5,0,-0.5,2.972,4.019,-1.047,0.5,1,-0.5,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
11,16,0,0,0.889,1.833,-0.944,0,0,0,-0.875,0,-0.875,0,0,0,0.013,0.7,-0.687,1,1,0,2.283,2.658,-0.375,0.75,1,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,-1
22,21,1,2,0.021,0.833,-0.812,0,0,0,-0.062,0.813,-0.875,0.75,0.75,0,0.556,1.223,-0.667,0,1,-1,0.594,2.463,-1.869,-0.25,1,-1.25,0,0,0,0,0,0,-0.875,0,-0.875,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
23,15,2,0,-0.574,0.313,-0.887,0.625,0.625,0,0.792,0.792,0,0,0,0,1.259,1.259,0,0,0,0,2.722,3.035,-0.313,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,30,1,0,1.554,3.136,-1.582,1.542,1.542,0,-0.208,0.792,-1,0,0,0,0.625,0.625,0,-0.5,0,-0.5,2.219,3,-0.781,0,1,-1,1.328,1.328,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,22,1,2,1.367,2.442,-1.075,0,0,0,-0.058,0.775,-0.833,0,0,0,0.599,1.224,-0.625,-1.5,0,-1.5,2.324,2.972,-0.648,0.5,1.25,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,-0.375,0,0,0,-1
16,12,0,1,-0.267,0.833,-1.1,0,0,0,1.667,1.667,0,0,0,0,-1.15,0,-1.15,0,0,0,0.89,0.89,0,0,0.25,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,-1
13,19,1,0,0.757,1.666,-0.909,0,0,0,0.917,1.792,-0.875,0,0,0,1.871,2.396,-0.525,0,0,0,0.796,1.171,-0.375,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
14,13,2,1,2.021,2.021,0,0,0,0,1.667,1.667,0,0,0,0,-0.084,0.583,-0.667,0,0,0,1.094,1.656,-0.562,0,0.25,-0.25,0.313,0.313,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
20,8,1,0,1.955,2.795,-0.84,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0,0,0,1.584,2.334,-0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.563,0,0,0,0,0,0,0,0.5,0.5,0,-1
15,18,2,0,-1.676,1.099,-2.775,0,0,0,1.605,1.605,0,0,0,0,0.047,0.625,-0.578,0,0,0,2.064,3.604,-1.54,-0.5,0,-0.5,0.833,0.833,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
20,13,2,0,0.527,1.239,-0.712,0,0,0,-0.083,0.792,-0.875,0,0,0,1.324,1.849,-0.525,-1,0,-1,2.74,3.192,-0.452,0,0.25,-0.25,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,-1
2,5,0,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0.698,0.979,-0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,1
12,15,1,1,-1.778,0,-1.778,0,0,0,0.775,0.775,0,0,0,0,-1.312,0,-1.312,0,0,0,-0.168,1.443,-1.611,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049,0.292,-0.341,0,0,0,-1
22,33,1,1,0.225,2.145,-1.92,-0.375,0,-0.375,0.646,1.646,-1,0,0,0,-2.428,1.25,-3.678,-1,0,-1,2.776,4.512,-1.736,-0.75,1.25,-2,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
23,16,1,1,-0.403,0,-0.403,0,0,0,1,1,0,0,0,0,0,0.625,-0.625,0,0,0,0.987,3.116,-2.129,0.5,0.75,-0.25,-0.403,0,-0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.344,0,0,0,0,-1
18,12,2,1,0.36,1.239,-0.879,0,0,0,-0.8,0,-0.8,0,0,0,-0.042,0.625,-0.667,0,0,0,1.922,2.641,-0.719,-0.25,0.25,-0.5,0,0,0,0,0,0,-0.8,0,-0.8,0,0,0,0,0,0,0,0,0,0.438,0.438,0,0,0,0,1
8,6,0,1,1.636,1.636,0,0,0,0,0,0,0,0,0,0,1.188,1.188,0,-0.5,0,-0.5,0.784,0.784,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,0,-1
