@relation iSOL_COAH

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute class {-1,1}

@data
7,8,0,0,-1
5,13,1,1,-1
6,9,1,0,-1
6,12,0,1,-1
1,3,0,0,-1
0,5,0,1,-1
1,5,0,0,-1
3,6,0,0,-1
1,4,0,1,-1
3,1,0,1,-1
4,7,0,1,-1
2,2,0,0,-1
3,4,0,0,-1
8,4,0,0,-1
1,6,0,2,-1
1,5,0,1,-1
0,2,0,0,-1
5,6,0,0,-1
4,8,0,1,-1
9,9,0,0,-1
4,13,0,1,-1
5,11,1,0,-1
3,6,0,1,-1
7,4,0,0,-1
3,11,0,1,-1
3,4,0,0,-1
2,2,0,1,-1
1,14,0,0,-1
14,10,0,0,-1
1,6,0,2,-1
0,4,0,0,-1
6,5,0,0,-1
4,13,0,2,-1
3,6,0,1,-1
6,5,0,1,-1
1,5,0,2,-1
3,8,0,1,-1
3,5,0,1,-1
1,1,0,2,-1
1,2,0,1,-1
13,7,0,2,-1
1,5,0,1,-1
2,3,0,0,-1
6,12,0,1,-1
3,6,0,3,-1
7,8,0,1,-1
2,4,0,1,-1
6,12,0,1,-1
2,4,0,1,-1
7,14,0,1,-1
3,2,0,1,-1
5,4,0,0,-1
1,1,0,0,-1
1,5,0,0,-1
0,1,0,0,-1
3,7,1,0,-1
2,7,0,0,-1
5,5,0,1,-1
0,5,0,1,-1
5,7,0,1,-1
1,1,0,0,-1
3,7,0,1,-1
0,3,0,0,-1
0,6,0,0,-1
1,3,0,0,-1
1,2,0,2,-1
2,8,0,0,-1
0,3,0,1,-1
1,6,0,0,-1
0,0,0,0,-1
1,2,0,0,-1
2,5,0,1,-1
2,6,0,0,-1
1,4,0,0,-1
3,3,0,1,-1
6,9,0,1,-1
2,6,0,2,-1
5,10,0,1,-1
3,4,0,1,-1
1,3,0,1,-1
1,2,1,1,-1
8,9,0,1,-1
2,4,0,1,-1
11,13,0,0,-1
7,4,0,1,-1
4,5,0,1,-1
4,4,1,1,-1
5,8,0,0,-1
3,1,0,0,-1
2,6,0,1,-1
0,2,0,1,-1
0,6,0,1,-1
1,5,0,1,-1
7,9,0,0,-1
5,3,0,1,-1
7,9,0,1,-1
4,3,0,1,-1
1,4,0,1,-1
4,1,0,0,-1
2,6,0,0,-1
2,3,0,1,-1
11,9,0,4,-1
3,5,0,1,-1
0,2,0,1,-1
0,5,0,1,-1
7,1,0,0,-1
5,12,0,0,-1
1,3,0,0,-1
1,0,0,1,-1
6,6,0,0,-1
1,12,0,1,-1
4,2,0,2,-1
2,7,0,1,-1
5,6,0,2,-1
5,13,0,0,-1
5,9,0,1,-1
7,11,0,1,-1
4,3,0,0,-1
10,9,0,0,-1
5,4,0,1,-1
2,4,0,2,-1
5,5,0,0,-1
6,9,0,0,-1
18,6,1,1,-1
1,8,0,1,-1
2,6,0,1,-1
5,9,0,0,-1
3,13,0,1,-1
1,7,0,0,-1
3,4,0,0,-1
3,6,0,0,-1
3,1,0,0,-1
3,1,1,0,-1
1,2,0,1,-1
2,5,0,0,-1
2,6,0,0,-1
1,6,0,1,-1
4,3,0,1,-1
0,6,0,2,-1
4,6,0,1,-1
5,2,1,0,-1
2,6,0,1,-1
0,4,0,1,-1
1,3,0,1,-1
1,3,1,1,-1
9,16,0,1,-1
4,7,0,1,-1
3,3,0,1,-1
1,0,1,0,-1
5,1,1,1,-1
2,3,1,1,-1
2,8,0,1,-1
4,8,1,1,-1
2,4,1,0,-1
2,13,0,1,-1
9,25,0,1,-1
4,12,0,0,-1
6,2,0,1,-1
3,5,0,0,-1
10,16,0,1,-1
11,17,0,1,-1
2,12,0,2,-1
0,3,0,4,-1
4,8,1,3,-1
2,2,0,0,-1
6,5,1,1,-1
1,6,0,1,-1
3,4,0,1,-1
4,8,0,2,-1
1,6,0,0,-1
5,1,0,0,-1
10,13,0,0,-1
2,9,0,0,-1
2,8,0,0,-1
4,7,1,0,-1
2,6,1,1,-1
2,0,1,0,-1
1,5,0,1,-1
3,9,0,1,-1
4,7,0,1,-1
6,10,0,0,-1
2,1,0,1,-1
4,5,1,1,-1
1,11,0,0,-1
4,14,0,1,-1
1,10,0,1,-1
