@relation iSOL_MuchoCine

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute class {-1,1}

@data
6,8,1,0,-1
6,7,0,1,1
29,10,3,0,1
5,7,0,1,1
11,13,1,2,1
29,20,2,1,1
13,12,0,0,1
22,31,2,1,1
29,16,3,0,-1
17,11,1,0,1
14,7,1,1,1
27,13,3,1,1
18,6,1,0,1
18,10,0,2,-1
48,39,1,0,1
9,20,2,0,-1
75,72,2,0,-1
25,24,2,1,1
15,16,1,0,-1
22,11,1,1,-1
7,10,0,4,-1
16,8,1,0,1
38,28,0,1,1
10,7,2,0,1
13,12,2,0,1
31,13,2,1,1
23,23,1,0,1
5,8,2,1,1
18,21,3,3,1
32,33,1,2,1
35,40,0,0,-1
43,30,4,0,-1
24,29,1,1,1
29,25,2,0,1
19,16,1,1,-1
9,29,2,0,-1
7,5,0,2,-1
22,14,1,2,1
24,8,2,0,-1
51,47,0,0,-1
12,7,0,0,-1
15,8,0,0,-1
30,14,4,2,1
19,9,0,0,1
15,8,4,1,1
17,14,0,1,-1
21,15,2,1,1
15,13,2,2,-1
7,4,1,1,-1
6,12,1,0,1
9,7,1,1,-1
7,9,1,1,-1
23,9,3,0,1
15,6,0,0,1
18,12,2,1,-1
6,7,0,2,-1
30,11,4,0,1
6,9,0,0,-1
18,13,2,0,1
4,12,0,1,-1
16,12,0,1,-1
31,17,1,0,1
6,10,2,1,-1
15,8,2,0,1
18,20,0,0,-1
19,20,1,1,1
25,16,3,0,1
15,18,2,1,-1
37,23,3,0,-1
19,9,1,2,1
29,19,0,0,1
10,8,1,0,1
31,4,4,0,1
20,50,0,2,1
5,6,0,0,1
15,26,2,1,1
7,5,0,0,-1
34,27,2,0,1
4,11,0,1,-1
6,13,0,1,-1
17,16,2,0,-1
7,16,0,1,-1
17,12,1,0,1
18,13,0,1,-1
18,36,2,2,-1
18,13,1,0,-1
16,16,4,0,1
13,10,1,0,-1
33,17,3,0,1
24,9,3,1,1
13,13,0,0,-1
24,33,1,1,-1
43,15,1,1,1
25,24,1,0,1
29,17,1,0,1
12,12,0,2,-1
18,10,3,1,1
14,27,0,0,1
12,7,1,3,-1
12,9,3,0,1
8,5,2,0,-1
15,6,0,0,1
24,41,1,3,1
8,23,0,3,-1
15,8,2,2,1
12,23,0,2,-1
8,3,1,0,1
12,9,1,3,-1
9,15,2,0,-1
12,9,1,1,-1
15,6,1,1,-1
9,16,2,2,-1
33,37,0,1,-1
13,13,0,1,1
20,22,3,1,1
11,6,1,0,-1
25,11,2,2,-1
25,20,2,0,1
10,11,0,1,-1
14,17,1,0,-1
28,21,2,2,-1
14,16,1,0,-1
18,9,0,0,-1
40,30,0,0,1
12,14,2,0,-1
20,12,0,0,-1
7,5,1,2,-1
6,6,1,4,-1
10,9,1,0,-1
40,35,2,2,1
15,19,1,1,-1
5,8,1,1,-1
57,34,3,0,1
9,3,2,1,-1
8,9,2,1,-1
16,18,2,0,-1
10,9,1,1,-1
11,9,0,0,1
16,12,1,0,-1
11,20,1,0,-1
20,16,1,1,1
76,38,1,0,1
36,58,0,5,-1
17,27,1,0,1
38,28,3,0,1
14,20,0,1,-1
17,9,1,2,-1
10,14,2,2,1
32,32,0,1,1
12,7,2,1,1
18,11,2,1,1
13,14,2,1,1
17,16,1,1,-1
18,17,1,3,1
13,9,2,0,1
18,3,0,0,1
9,10,2,1,1
66,30,2,0,-1
25,19,0,0,1
21,26,1,0,1
18,26,1,2,-1
12,16,1,2,1
6,23,0,1,-1
14,15,0,1,-1
33,10,1,0,1
14,9,1,1,-1
18,8,3,0,1
11,18,0,4,-1
7,5,1,1,-1
14,13,2,2,-1
13,5,0,0,-1
6,7,0,2,-1
40,12,0,1,-1
12,19,1,0,-1
27,24,1,0,-1
24,20,0,2,-1
40,27,0,4,1
19,26,3,0,-1
27,14,1,0,-1
20,10,0,0,-1
14,11,0,2,-1
15,17,2,2,-1
9,6,0,0,-1
12,3,2,0,1
16,11,1,0,1
32,8,0,0,1
10,11,1,1,-1
68,51,1,0,1
3,11,1,2,-1
15,16,0,0,-1
8,30,0,2,-1
33,24,2,1,-1
8,15,1,1,-1
6,10,0,5,-1
9,23,0,1,-1
27,20,1,2,1
36,17,2,1,1
18,12,0,3,1
17,9,1,0,1
11,29,0,2,1
22,19,1,1,1
43,19,5,2,-1
23,10,2,1,1
25,26,0,1,-1
7,16,0,0,-1
11,14,0,1,-1
15,15,2,2,-1
38,15,1,0,-1
22,27,0,3,1
30,17,3,0,-1
20,25,3,3,-1
16,17,0,1,-1
15,4,2,0,1
7,12,2,2,-1
8,11,0,0,-1
19,16,0,1,1
39,24,2,2,1
22,20,1,1,1
44,20,2,0,1
14,11,0,3,-1
30,28,2,0,-1
12,13,0,3,1
10,11,1,1,-1
20,11,1,1,1
10,8,1,2,-1
16,7,2,0,-1
42,38,1,0,1
37,22,0,1,-1
9,19,0,0,1
19,15,0,0,-1
12,10,1,0,-1
17,12,1,0,1
6,7,1,2,-1
4,0,0,0,-1
5,3,0,0,-1
8,6,1,1,-1
11,8,1,1,-1
5,0,2,0,-1
13,18,1,2,-1
12,9,1,0,-1
35,24,1,0,1
18,14,2,1,1
13,22,3,4,-1
14,10,1,1,-1
7,6,0,0,1
23,19,1,0,1
7,6,1,0,1
21,22,2,2,1
29,37,2,0,1
13,7,0,1,-1
11,15,1,1,-1
28,3,1,1,1
6,5,1,0,1
5,11,0,0,-1
4,5,1,0,-1
24,31,4,0,1
15,20,0,1,1
13,7,2,0,1
27,23,2,0,-1
12,13,1,0,1
21,27,0,0,-1
12,14,3,2,1
9,20,1,1,-1
8,13,0,0,1
49,16,2,0,1
51,32,0,1,1
16,21,3,0,1
11,14,1,2,1
10,11,2,3,-1
15,17,2,3,1
12,8,2,0,-1
12,9,2,0,1
71,57,3,1,1
11,16,1,1,-1
7,20,0,0,1
11,7,0,0,1
27,37,1,2,-1
19,19,3,0,1
19,14,1,1,1
18,37,2,1,-1
46,35,0,0,1
13,13,2,0,1
29,26,0,0,1
8,16,0,1,-1
25,3,3,0,1
14,14,0,0,1
25,19,1,2,1
29,7,1,0,1
29,16,3,1,1
12,17,0,6,1
20,38,1,0,1
29,26,1,0,-1
34,18,1,0,1
44,23,0,1,1
14,8,3,1,-1
23,11,1,1,-1
2,8,0,2,-1
23,18,2,1,1
30,13,1,2,1
18,20,2,4,-1
22,24,0,0,1
15,5,0,0,1
15,23,0,2,1
9,4,0,0,1
12,7,0,2,-1
15,17,1,2,-1
16,24,1,2,-1
26,46,2,0,1
17,12,2,2,-1
12,7,3,0,1
25,6,1,0,1
15,13,1,0,-1
19,8,2,1,-1
12,2,1,1,1
18,23,2,0,1
12,20,2,1,-1
14,19,0,2,-1
11,7,2,2,-1
4,12,1,4,1
12,12,1,0,-1
13,19,2,5,-1
18,16,1,3,1
29,26,0,0,-1
33,58,2,2,1
6,11,1,1,-1
9,16,2,2,1
8,8,0,0,-1
30,26,1,1,-1
40,12,1,0,1
72,51,3,2,1
24,16,2,1,-1
23,14,1,0,1
25,34,2,0,-1
15,18,1,1,-1
14,11,1,1,-1
13,19,2,4,-1
13,23,1,1,-1
21,21,0,1,-1
39,30,1,1,1
9,24,0,3,-1
14,21,1,3,1
32,14,1,1,-1
20,15,1,1,-1
51,44,2,2,-1
11,16,1,1,1
9,7,2,3,1
6,6,0,1,-1
10,6,1,2,1
7,6,0,0,-1
6,3,0,1,-1
4,8,0,2,-1
4,8,0,1,-1
12,10,1,1,-1
49,31,2,0,1
4,4,0,0,-1
32,8,0,0,1
7,14,0,0,-1
24,27,1,0,1
9,26,0,4,1
7,9,2,1,-1
10,8,1,0,-1
26,12,1,0,-1
3,2,0,2,1
9,7,2,1,1
9,13,0,0,-1
4,6,1,2,-1
9,14,3,1,-1
14,11,1,1,1
15,14,2,0,1
7,25,0,1,-1
22,31,0,3,-1
8,5,4,0,1
16,13,3,1,1
3,8,0,1,-1
6,10,0,1,1
8,10,1,2,-1
8,14,0,2,-1
13,8,1,1,1
40,15,1,0,1
12,14,3,0,-1
19,24,3,3,-1
30,34,0,1,1
2,3,0,0,-1
5,4,1,0,-1
6,1,1,0,1
34,39,0,3,1
11,11,1,0,-1
14,14,2,0,1
14,9,2,2,1
33,14,4,1,1
32,11,1,0,-1
25,30,0,0,1
18,11,1,0,-1
14,10,3,0,1
22,21,3,0,-1
21,11,2,0,1
11,9,2,2,-1
8,15,2,1,1
7,17,0,3,-1
7,8,0,1,-1
25,35,1,2,1
4,7,0,0,-1
7,14,0,0,1
31,24,1,1,1
26,29,1,2,1
10,3,0,0,1
7,4,0,0,1
32,27,0,4,1
2,3,1,1,-1
19,5,0,1,-1
15,8,1,0,-1
17,13,1,0,-1
11,6,2,0,1
9,3,1,0,1
16,16,2,2,1
21,35,2,1,-1
27,40,3,3,-1
7,18,0,3,-1
5,6,1,0,-1
29,24,1,1,1
57,43,1,2,1
12,16,0,0,-1
3,15,0,4,-1
13,10,0,2,-1
32,13,3,1,1
32,30,0,0,-1
12,6,1,2,-1
23,11,0,0,1
27,46,1,3,-1
31,21,0,2,1
31,28,1,1,-1
42,28,0,0,-1
5,10,1,0,-1
21,24,0,3,-1
23,14,1,4,-1
13,11,0,0,-1
19,16,4,0,1
14,8,4,0,-1
11,4,2,0,1
16,15,1,2,-1
29,24,1,0,1
84,67,2,1,1
26,19,1,0,1
3,9,2,0,1
19,15,2,0,1
29,17,2,0,1
1,2,0,1,-1
0,1,1,1,-1
38,23,3,0,1
12,13,1,0,1
14,13,2,0,-1
26,40,2,1,-1
7,16,0,1,-1
13,13,0,0,-1
10,8,0,2,1
5,12,0,2,-1
25,23,0,2,-1
6,6,2,2,-1
9,12,1,0,-1
13,6,1,1,1
12,6,2,1,1
24,28,0,1,-1
28,7,2,0,1
12,16,1,4,-1
23,39,0,2,-1
18,37,2,2,1
19,12,1,0,1
20,13,0,1,1
14,21,0,0,-1
18,11,1,0,-1
13,9,1,0,1
23,17,3,2,-1
9,14,1,1,-1
11,15,2,0,-1
11,24,1,0,-1
5,13,0,0,-1
24,19,6,2,1
27,36,0,3,1
15,31,0,1,-1
14,4,2,0,1
5,10,0,2,-1
13,14,1,0,1
45,25,0,0,1
8,6,0,0,1
20,11,2,0,1
6,19,0,3,-1
4,14,0,2,-1
20,17,3,1,-1
8,4,1,0,1
6,7,0,0,1
9,4,2,0,1
11,4,0,0,-1
13,1,2,0,1
5,10,0,1,1
6,4,2,0,-1
11,24,0,1,-1
27,20,1,1,1
36,22,4,2,-1
21,12,0,1,-1
15,15,0,3,-1
27,15,3,0,1
26,17,1,1,1
19,3,5,0,1
25,36,1,0,-1
27,46,2,0,1
17,11,0,0,1
1,11,0,1,1
3,6,2,1,-1
23,9,2,1,-1
16,15,1,0,-1
18,13,2,1,-1
12,8,2,1,-1
26,10,2,2,1
12,6,0,1,1
28,23,1,1,-1
31,31,0,1,-1
23,12,4,1,1
31,8,0,1,1
9,4,2,0,1
10,31,2,3,1
39,49,2,1,1
7,19,1,2,1
19,24,0,1,-1
4,5,0,0,1
21,14,0,0,1
12,16,1,1,-1
11,7,1,0,-1
8,11,1,0,-1
28,14,2,1,-1
23,10,1,1,1
14,15,0,0,1
18,13,0,1,-1
9,7,0,0,-1
19,27,0,4,1
27,39,2,2,1
34,9,1,0,-1
23,19,0,3,-1
8,18,0,1,-1
48,15,1,1,1
11,10,1,0,1
22,16,0,2,-1
10,14,1,1,-1
21,17,2,0,1
19,18,1,1,1
13,11,1,1,1
10,4,1,0,1
5,10,2,6,-1
9,5,3,3,1
10,9,0,2,-1
54,43,2,0,1
9,5,1,0,-1
10,7,2,0,1
42,26,0,1,1
30,46,2,3,-1
32,28,2,1,-1
16,22,2,4,-1
8,6,0,0,-1
12,10,3,0,-1
14,12,3,0,1
10,15,1,2,-1
10,5,1,0,1
9,22,2,2,-1
15,22,1,2,-1
21,12,1,0,1
14,24,0,3,-1
4,7,1,2,-1
20,23,1,3,1
22,9,1,1,1
46,45,1,1,-1
4,5,1,2,-1
8,8,2,0,-1
2,6,0,1,-1
26,34,2,2,-1
17,10,1,1,1
8,14,2,1,1
14,4,2,1,-1
13,14,0,0,1
15,5,3,1,1
5,5,0,1,1
18,22,1,2,1
8,5,0,1,1
18,9,1,1,1
11,14,1,1,1
30,26,0,0,1
13,7,5,0,1
12,16,0,1,-1
21,24,1,3,1
14,25,0,2,1
14,15,0,4,-1
9,13,3,2,1
8,5,1,1,-1
19,20,1,0,-1
17,21,0,3,-1
10,8,3,1,1
15,10,0,1,-1
15,16,0,1,-1
12,12,1,1,-1
18,15,0,3,-1
16,8,5,0,-1
14,18,3,1,1
32,25,1,2,-1
17,16,2,1,1
7,13,3,2,-1
5,3,2,1,-1
13,6,2,1,-1
19,16,1,0,-1
5,11,1,4,-1
20,11,3,0,-1
19,16,1,2,-1
34,42,4,0,-1
62,35,3,0,1
12,9,0,3,-1
15,23,1,1,-1
17,11,0,1,-1
10,6,0,1,-1
23,22,0,3,1
12,17,2,2,-1
27,10,2,1,1
21,10,2,2,1
17,17,1,1,1
2,7,2,3,1
16,15,2,1,1
16,16,1,2,-1
9,18,1,1,-1
51,24,2,0,1
22,11,1,0,1
25,16,0,2,1
13,14,0,3,-1
13,31,0,2,-1
6,14,2,4,-1
19,11,2,0,1
34,14,1,1,1
10,13,1,0,-1
17,14,3,3,-1
26,11,1,2,1
7,10,0,1,-1
13,11,0,2,-1
29,27,0,0,1
20,19,2,1,1
65,50,3,3,1
21,12,1,0,-1
11,4,1,0,1
13,4,3,0,1
14,27,0,1,1
15,36,1,1,-1
19,19,0,2,1
15,13,2,1,1
20,2,1,0,1
10,7,0,2,1
9,9,0,1,-1
22,20,1,1,1
17,14,0,1,-1
27,28,2,0,1
49,37,1,0,-1
10,10,1,2,-1
10,6,1,1,-1
13,6,1,0,-1
16,14,0,2,-1
13,12,0,3,1
14,16,0,2,-1
41,54,3,6,-1
18,13,1,3,-1
18,15,0,2,1
9,11,1,2,-1
21,13,1,2,1
17,10,4,0,1
17,28,1,3,-1
14,17,2,1,-1
25,34,0,2,-1
15,15,0,0,1
19,25,0,0,1
18,10,1,2,-1
6,11,0,1,1
11,27,0,3,-1
9,12,0,1,-1
2,9,1,2,-1
23,15,0,0,1
18,22,1,0,-1
14,16,1,5,-1
21,25,1,1,-1
23,16,3,2,1
34,27,3,0,-1
23,11,2,3,1
13,15,0,3,1
9,1,1,1,-1
22,31,2,1,-1
11,22,0,0,1
26,27,1,2,1
25,29,1,1,-1
20,15,1,0,-1
11,9,1,2,-1
7,3,0,0,-1
16,2,3,0,1
18,6,0,0,1
21,13,1,0,1
14,11,3,0,1
20,15,1,1,1
12,9,0,1,1
72,51,4,1,1
17,8,2,1,1
21,23,0,1,-1
39,27,1,0,1
30,55,2,2,1
14,15,0,1,-1
26,33,1,2,-1
5,20,1,2,-1
5,15,2,2,-1
22,16,3,1,1
6,12,0,1,-1
14,8,2,1,1
10,5,0,0,-1
22,18,1,2,1
25,19,1,0,1
33,50,0,1,-1
8,11,0,0,1
19,10,0,0,1
18,12,1,0,1
33,26,3,1,1
20,8,3,2,1
47,41,2,5,1
10,3,2,0,1
8,17,0,2,1
8,1,1,0,-1
30,30,2,0,-1
22,30,1,0,-1
17,5,0,0,1
14,16,0,1,-1
30,26,4,0,1
18,15,0,1,-1
24,16,2,1,1
19,22,1,1,1
10,10,2,1,-1
16,12,1,0,-1
7,12,1,1,-1
29,9,2,0,1
11,12,1,2,1
15,31,1,6,-1
10,12,0,1,-1
35,52,2,1,1
8,9,1,0,-1
11,3,1,0,1
16,0,2,0,1
42,31,0,2,1
13,14,3,1,1
29,33,4,3,-1
19,30,0,0,1
27,29,0,0,-1
18,9,0,1,1
24,24,1,0,-1
18,17,2,1,-1
15,14,3,1,-1
14,11,1,1,-1
22,7,1,0,1
30,8,1,0,1
54,31,1,0,1
16,9,3,3,1
13,13,0,2,1
17,13,1,1,1
29,39,3,2,-1
21,22,5,2,1
8,13,1,1,1
22,27,0,0,-1
15,17,0,1,-1
3,6,1,1,-1
13,11,0,2,-1
24,13,3,0,1
35,44,2,0,1
36,19,2,1,1
14,12,0,1,-1
8,5,2,0,1
12,19,0,3,-1
29,8,3,0,1
21,16,1,0,1
28,24,1,2,1
12,5,0,0,-1
16,11,3,0,-1
23,16,1,1,-1
8,10,0,4,-1
14,16,2,3,1
16,8,0,0,1
40,32,3,0,1
6,5,1,2,-1
7,5,1,0,1
15,8,2,2,-1
22,7,1,0,1
56,32,0,0,-1
11,19,3,3,1
14,4,1,0,-1
10,9,0,2,1
19,1,0,0,1
19,15,0,0,-1
15,15,0,0,-1
11,5,0,1,-1
14,7,3,0,1
13,12,1,0,-1
3,8,0,2,-1
14,3,0,0,-1
11,2,1,0,-1
3,9,0,0,-1
19,30,0,0,1
19,4,1,0,1
43,32,0,0,-1
20,24,2,2,-1
27,6,1,0,1
32,13,1,0,1
16,17,0,0,-1
7,12,1,0,-1
22,12,3,0,1
12,10,3,0,1
4,13,0,3,-1
8,5,1,0,-1
10,11,0,1,-1
14,12,0,0,-1
3,5,1,0,1
12,15,0,2,1
19,15,3,1,1
40,26,1,2,1
21,18,0,0,-1
30,10,4,1,1
12,13,1,1,-1
6,25,1,2,-1
24,34,1,2,1
7,6,0,0,-1
7,13,0,1,-1
8,14,1,2,-1
18,11,1,0,1
9,7,0,2,1
13,24,1,1,-1
20,14,0,3,-1
5,21,0,2,-1
6,9,0,0,1
30,14,0,0,-1
24,17,4,3,-1
14,21,1,2,1
14,10,2,0,1
25,14,3,0,1
24,36,1,5,-1
9,5,0,0,1
40,20,4,0,-1
16,9,3,2,-1
7,4,1,0,1
11,14,0,2,-1
20,8,2,0,1
37,24,3,1,-1
14,7,0,0,1
6,13,2,2,-1
12,14,1,2,-1
11,11,2,2,1
16,9,0,1,-1
13,5,0,0,-1
6,11,0,2,1
10,8,1,1,1
10,5,2,0,1
26,4,2,0,1
11,5,2,1,1
11,8,0,1,-1
27,9,2,0,-1
16,11,1,1,1
15,42,1,1,-1
6,7,1,1,-1
7,15,1,1,-1
8,21,1,3,-1
26,17,1,1,-1
6,16,0,3,-1
9,23,0,0,1
18,5,1,0,-1
22,20,2,2,1
16,10,0,3,1
10,13,0,1,-1
18,13,2,3,-1
13,15,1,1,1
23,21,2,0,1
17,21,1,4,-1
12,15,1,0,-1
17,14,1,2,-1
11,22,1,2,-1
20,16,2,0,1
22,8,1,1,1
13,19,0,1,1
6,3,2,1,1
27,27,3,1,1
5,11,1,0,1
22,11,0,1,1
4,15,1,0,1
9,3,3,1,1
5,5,2,3,1
12,5,0,2,-1
6,9,1,1,-1
13,30,2,1,-1
9,9,0,0,-1
5,8,0,0,-1
9,13,1,2,-1
10,5,0,0,1
7,8,0,0,1
7,10,0,1,1
6,11,0,3,1
3,7,0,2,1
15,13,2,0,-1
18,8,0,0,1
14,10,1,0,1
10,20,1,1,-1
15,13,1,2,-1
16,16,1,1,-1
6,6,2,0,-1
20,12,1,1,1
37,45,0,0,-1
15,28,2,1,-1
8,11,2,1,1
25,10,4,0,1
20,18,1,1,-1
16,12,2,1,-1
16,16,0,2,-1
15,7,1,3,-1
12,11,1,0,-1
25,28,1,1,1
13,6,1,1,-1
9,6,1,1,1
15,7,0,1,-1
5,14,0,1,-1
27,29,1,0,1
5,8,1,1,-1
24,10,1,0,1
34,8,3,0,-1
9,4,0,0,-1
7,8,0,1,-1
16,12,0,0,-1
17,16,1,0,1
11,33,1,3,-1
15,19,0,0,1
37,16,2,1,1
18,28,4,4,-1
46,40,1,1,-1
12,11,0,0,1
13,5,1,0,1
15,14,1,2,-1
28,20,0,0,1
15,10,2,1,-1
33,20,2,0,1
20,11,0,0,1
5,13,0,2,-1
46,31,0,1,-1
22,13,0,0,1
11,14,1,1,1
16,10,0,0,1
10,16,1,2,-1
12,11,2,1,1
6,17,0,0,-1
19,9,2,1,1
15,14,0,0,1
22,11,2,0,-1
8,9,0,1,-1
31,33,0,3,1
31,32,0,2,-1
16,16,0,1,1
9,12,1,3,1
6,8,1,0,-1
14,18,0,1,1
17,11,1,2,-1
15,11,1,0,1
13,10,1,1,1
23,31,1,1,-1
14,8,0,1,-1
50,29,1,0,1
7,17,1,1,-1
28,8,2,0,1
26,6,0,0,1
14,21,0,3,-1
23,17,1,2,-1
5,4,2,0,-1
13,22,0,1,1
19,26,1,1,-1
16,23,1,3,-1
17,13,3,3,-1
17,17,1,0,1
16,27,1,1,-1
16,11,3,2,-1
5,6,1,3,-1
19,22,0,0,1
10,11,0,0,1
59,30,0,0,1
18,10,1,0,1
16,4,0,1,-1
22,22,0,2,1
8,4,2,0,1
22,9,1,0,1
18,18,1,2,-1
16,10,2,0,-1
13,11,0,1,-1
9,4,0,1,1
9,7,2,0,1
21,19,1,2,1
81,25,3,1,1
67,38,3,0,1
17,8,3,0,-1
42,35,1,0,1
36,55,0,1,1
10,10,1,0,1
20,15,4,2,1
12,18,2,0,1
56,53,2,1,1
16,28,0,4,-1
43,74,0,5,-1
31,49,0,2,-1
6,9,0,1,-1
9,9,0,2,-1
12,14,1,3,1
37,33,1,0,1
50,58,0,4,1
14,11,3,1,-1
49,37,0,1,-1
44,27,2,2,1
7,8,0,0,-1
11,6,1,0,-1
4,20,0,1,-1
15,27,1,2,1
18,8,1,0,-1
7,6,0,1,-1
14,13,2,1,1
54,39,1,1,1
14,13,1,0,-1
10,17,0,2,-1
36,15,3,2,-1
15,17,3,2,1
38,30,4,3,1
17,22,0,2,-1
12,15,1,1,1
18,7,1,1,1
20,11,2,0,1
15,16,0,5,1
13,12,0,1,-1
45,35,2,0,-1
37,29,1,0,-1
22,16,1,1,-1
11,24,1,2,1
17,15,3,0,1
9,15,0,3,1
8,7,1,1,1
13,9,1,0,1
27,20,3,1,1
21,18,1,0,-1
21,14,1,0,1
13,10,0,1,-1
16,12,1,0,1
40,35,0,2,-1
46,22,5,1,1
6,11,0,1,-1
46,20,2,1,1
31,10,1,0,1
21,12,0,2,-1
8,18,1,0,-1
18,29,1,0,-1
8,15,1,1,-1
11,17,0,3,-1
4,15,0,4,-1
17,11,2,1,1
12,14,0,1,-1
12,10,1,0,1
20,14,1,2,1
10,11,1,0,1
26,20,2,0,1
37,43,1,3,-1
15,9,3,3,-1
28,21,1,0,1
13,12,4,0,1
47,57,2,0,1
15,10,1,1,1
7,12,1,3,-1
21,7,2,1,-1
43,25,1,2,-1
18,23,3,1,-1
28,9,1,0,1
14,15,0,1,-1
25,10,1,1,-1
10,16,2,2,-1
22,15,1,0,1
7,9,1,0,-1
21,15,0,0,1
16,12,1,1,-1
35,18,0,1,1
49,38,2,0,1
45,29,0,0,1
51,44,2,0,1
43,20,4,0,1
32,31,1,1,-1
18,13,0,0,1
23,11,3,1,1
24,10,2,1,1
31,26,0,1,-1
19,8,2,1,-1
15,17,0,0,-1
7,11,0,1,1
15,13,0,3,-1
27,17,0,0,1
65,37,1,0,1
26,33,2,0,-1
14,25,1,2,1
35,31,0,1,-1
16,7,2,1,-1
23,18,0,1,1
11,41,1,4,-1
3,4,0,1,-1
6,9,1,1,-1
26,12,0,1,1
94,82,2,0,1
24,20,2,0,1
20,17,3,1,1
57,64,1,0,1
18,14,5,4,1
48,38,5,0,1
24,15,1,0,1
30,23,0,0,1
11,20,0,1,1
7,11,1,1,-1
5,2,0,1,-1
70,72,3,0,1
16,20,0,4,-1
10,10,1,1,1
16,22,1,1,-1
21,9,1,0,1
75,31,0,0,1
5,21,0,1,1
30,34,0,5,-1
10,14,4,0,1
36,28,0,0,1
8,16,0,2,-1
12,4,5,1,-1
10,3,1,0,1
3,3,1,2,-1
13,8,0,0,1
21,29,0,1,-1
20,23,0,1,1
12,17,0,0,1
10,14,1,0,-1
18,39,1,0,1
59,64,1,1,-1
43,27,3,1,1
36,42,1,1,-1
35,8,5,0,1
22,11,1,0,1
21,20,0,2,-1
14,23,0,1,-1
24,16,0,0,1
27,25,0,1,1
29,24,3,1,-1
36,35,1,0,1
15,18,0,3,1
83,90,3,0,1
46,25,0,0,1
60,51,1,0,1
13,14,0,0,-1
17,10,2,0,-1
18,9,4,2,1
17,14,1,1,-1
25,18,3,0,1
18,6,2,2,1
39,21,2,0,-1
39,21,2,0,-1
17,14,0,0,-1
6,9,0,1,-1
25,11,3,1,1
28,9,1,0,1
14,19,0,0,1
8,15,0,2,-1
20,18,2,1,1
38,13,3,0,1
31,19,0,0,1
13,6,0,2,-1
12,21,1,0,1
8,9,2,1,1
15,16,0,0,1
21,19,2,2,1
16,22,2,1,-1
65,38,4,1,1
20,11,0,0,-1
23,24,0,1,1
23,5,2,0,1
28,33,0,0,1
24,15,1,2,1
26,54,1,1,1
2,11,0,0,1
81,70,5,0,1
9,8,1,3,1
5,8,0,1,-1
9,19,0,5,-1
18,24,1,3,-1
23,21,1,0,1
35,16,5,0,1
8,12,0,0,-1
14,10,1,1,-1
8,24,1,2,-1
11,8,3,1,-1
8,28,1,1,-1
11,12,1,1,-1
11,7,2,0,1
22,16,1,2,1
24,20,2,0,1
15,5,2,0,1
25,25,0,2,1
16,6,3,1,1
19,13,2,0,1
19,5,0,0,1
17,13,1,2,-1
12,10,2,0,1
43,37,1,2,-1
13,14,0,0,1
14,9,1,0,-1
18,4,1,0,-1
26,13,1,1,1
16,21,0,1,1
7,13,0,2,-1
54,51,1,0,1
27,11,0,2,-1
26,32,1,1,1
12,15,1,2,-1
11,22,0,0,1
10,4,2,0,1
21,21,1,4,-1
25,35,2,2,-1
16,19,1,0,1
25,22,1,1,1
2,4,0,1,-1
30,11,1,0,1
17,12,1,1,-1
59,54,1,0,1
29,44,0,1,1
8,4,0,2,-1
17,12,1,0,-1
10,9,1,2,-1
12,5,2,0,1
21,7,1,0,1
11,14,0,3,-1
22,30,0,1,1
17,19,0,0,1
36,17,0,0,1
35,35,1,2,1
38,30,4,1,1
57,25,1,2,1
20,17,1,1,-1
42,15,3,3,1
20,13,2,1,1
25,28,3,1,-1
35,22,1,0,1
19,9,1,1,-1
18,25,0,1,1
10,20,0,3,-1
15,30,0,2,1
19,7,2,1,-1
27,44,0,2,1
16,9,0,0,1
8,8,0,1,-1
17,15,4,0,1
12,13,4,2,-1
22,12,2,0,1
27,19,4,0,1
12,7,0,0,-1
8,10,1,1,-1
15,11,1,2,-1
26,23,1,3,-1
19,11,2,0,1
29,10,2,1,1
20,11,1,0,-1
16,14,3,1,1
22,25,2,0,1
42,9,0,0,1
22,30,0,3,1
16,11,2,0,1
10,15,0,0,-1
10,12,0,1,-1
33,34,3,2,1
11,13,1,1,-1
24,12,2,1,1
19,21,1,3,1
17,8,1,2,-1
36,55,0,1,-1
103,55,0,0,1
48,30,0,2,1
67,20,2,3,1
29,11,3,1,1
10,22,0,1,-1
19,25,2,2,-1
15,14,2,1,1
29,10,2,0,1
23,12,2,1,1
32,12,1,0,1
23,6,5,1,1
34,21,1,2,1
8,12,0,0,-1
48,40,2,1,1
43,32,3,1,1
23,15,3,0,1
16,0,0,1,1
50,35,1,0,1
14,21,0,0,1
14,8,0,0,-1
7,8,0,0,1
21,7,1,2,1
23,10,1,2,-1
30,17,4,2,-1
38,26,0,0,-1
43,35,3,0,1
54,30,3,1,1
7,16,0,2,1
28,10,2,1,1
26,5,2,0,1
12,20,0,2,-1
12,13,0,1,1
30,24,0,0,1
22,23,0,0,1
11,8,2,1,-1
4,18,0,1,-1
44,54,1,1,1
